65536 1173392
271974 5456579
478412 10259560
684850 14446561
891288 19099241
1097726 24286070
1304164 29215135
1510602 33114982
1717040 38561949
1923478 43332844
2129916 48562721
2336354 53984156
2542792 58781513
2749230 63526706
2955668 69108724
3162106 73196606
3368544 79237955
3574982 85552467
3781420 89254006
3987858 94690432
4194296 100385567
