65536 925707
271974 4384365
478412 8001949
684850 11708000
891288 15217446
1097726 19890155
1304164 23606039
1510602 27321923
1717040 31037807
1923478 36169227
2129916 40730564
2336354 44652886
2542792 48575208
2749230 52497530
2955668 56419852
3162106 60342174
3368544 64264496
3574982 68186818
3781420 73891620
3987858 80281465
4194296 84410225
