65536 983060
271974 4653070
478412 8611436
684850 12750027
891288 16882063
1097726 21004268
1304164 25545904
1510602 29687774
1717040 34104888
1923478 38469582
2129916 42696637
2336354 47444711
2542792 52192785
2749230 56685277
2955668 61020475
3162106 65388431
3368544 70136505
3574982 74884579
3781420 79409843
3987858 83745041
4194296 88080239
