65536 937993
271974 4443351
478412 8250981
684850 12086722
891288 16200479
1097726 20135917
1304164 24168632
1510602 28500726
1717040 32839604
1923478 37027788
2129916 41156543
2336354 45285302
2542792 49557216
2749230 54041692
2955668 58562971
3162106 63163213
3368544 67688293
3574982 72141901
3781420 76526252
3987858 80861449
4194296 85196649
