65536 978456
271974 4198832
478412 7273658
684850 10457601
891288 13907593
1097726 16682659
1304164 20225002
1510602 23010341
1717040 26418288
1923478 29059336
2129916 33067958
2336354 35838017
2542792 38841085
2749230 42056479
2955668 46152597
3162106 48176401
3368544 51027166
3574982 54666394
3781420 57272044
3987858 60844263
4194296 64511215
