65536 1015003
271974 4782832
478412 8732024
684850 12815557
891288 16997407
1097726 21525273
1304164 25690080
1510602 29818840
1717040 34296253
1923478 38979438
2129916 43725539
2336354 48277019
2542792 52612217
2749230 56947415
2955668 61282613
3162106 65657123
3368544 70487777
3574982 75351841
3781420 80246052
3987858 85170421
4194296 90124938
