65536 1272114
271974 5763555
478412 10474777
684850 15514537
891288 20484607
1097726 26484342
1304164 30813091
1510602 36375904
1717040 41179360
1923478 47313867
2129916 52626986
2336354 57272848
2542792 62550905
2749230 68400487
2955668 73827749
3162106 79607821
3368544 85334815
3574982 92324234
3781420 96642733
3987858 103202065
4194296 106982489
