65536 1032211
271974 4869337
478412 8821149
684850 12677934
891288 17117989
1097726 21888999
1304164 25349307
1510602 29825393
1717040 34511206
1923478 39347751
2129916 44335028
2336354 49495978
2542792 52454964
2749230 56416568
2955668 61164642
3162106 65929095
3368544 70883607
3574982 75838119
3781420 80904036
3987858 86064986
4194296 91225936
