65536 983059
271974 4653069
478412 8611435
684850 12750026
891288 16882062
1097726 21004267
1304164 25545903
1510602 29687773
1717040 34104887
1923478 38469581
2129916 42696636
2336354 47444710
2542792 52192784
2749230 56685276
2955668 61020474
3162106 65388430
3368544 70136504
3574982 74884578
3781420 79409842
3987858 83745040
4194296 88080238
