64 1092 459
128 4228 1132
192 9412 1730
256 16644 2521
320 25924 2892
384 37252 3739
448 50628 4664
512 66052 5270
576 83524 6435
640 103044 6893
704 124612 7783
768 148228 8643
832 173892 9594
896 201604 10345
960 231364 11149
1024 263172 12322
